rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
144,WaBi,https://coinmarketcap.com/currencies/wabi/,WABI,https://www.feixiaohao.com/currencies/wabi/,15379700.0,https://wacoin.io/,"https://t.me/wabiico , http://slack.wacoin.io/",2017-12-13,2
145,Ripio Credit Network,https://coinmarketcap.com/currencies/ripio-credit-network/,RCN,https://www.feixiaohao.com/currencies/ripio-credit-network/,23327200.0,https://ripiocredit.network/,https://t.me/RCNchat,2017-10-27,7
146,Simple Token,https://coinmarketcap.com/currencies/simple-token/,OST,https://www.feixiaohao.com/currencies/simple-token/,10942900.0,https://simpletoken.org/,https://www.t.me/simpletoken,2017-12-19,0
147,Gulden,https://coinmarketcap.com/currencies/gulden/,NLG,https://www.feixiaohao.com/currencies/gulden/,3447230.0,https://gulden.com/,,,7
148,SONM,https://coinmarketcap.com/currencies/sonm/,SNM,https://www.feixiaohao.com/currencies/sonm/,4028410.0,https://sonm.io/,https://t.me/sonm_eng,2017-06-17,8
149,Counterparty,https://coinmarketcap.com/currencies/counterparty/,XCP,https://www.feixiaohao.com/currencies/counterparty/,4297410.0,http://counterparty.io/,,2014-01-02,5
150,SingularDTV,https://coinmarketcap.com/currencies/singulardtv/,SNGLS,https://www.feixiaohao.com/currencies/singulardtv/,2990620.0,"https://singulardtv.com/ , https://medium.com/@SingularDTV",https://singulardtv.slack.com/,,8
151,VIBE,https://coinmarketcap.com/currencies/vibe/,VIBE,https://www.feixiaohao.com/currencies/vibe/,11830100.0,https://www.vibehub.io/,https://discordapp.com/invite/rDJTpxC,2017-09-26,3
152,ATMChain,https://coinmarketcap.com/currencies/attention-token-of-media/,ATM,https://www.feixiaohao.com/currencies/attention-token-of-media/,141526.0,https://www.atmchain.io/,,2017-10-05,5
153,ZenCash,https://coinmarketcap.com/currencies/zencash/,ZEN,https://www.feixiaohao.com/currencies/zencash/,1894570.0,https://zensystem.io/,"https://t.me/zencash , https://discord.gg/9kXQFHx",,5
154,QLINK,https://coinmarketcap.com/currencies/qlink/,QLC,https://www.feixiaohao.com/currencies/qlink/,2918230.0,http://qlink.mobi/,https://t.me/joinchat/F2sRmw4x_mzgSHKhyH5AFQ,2017-12-29,2
155,CyberMiles,https://coinmarketcap.com/currencies/cybermiles/,CMT,https://www.feixiaohao.com/currencies/cybermiles/,13933400.0,https://cm.5miles.com/,https://t.me/cybermilestoken,2017-12-07,7
156,AdEx,https://coinmarketcap.com/currencies/adx-net/,ADX,https://www.feixiaohao.com/currencies/adx-net/,9965320.0,https://www.adex.network/,https://t.me/AdExNetwork,,7
157,Streamr DATAcoin,https://coinmarketcap.com/currencies/streamr-datacoin/,DATA,https://www.feixiaohao.com/currencies/streamr-datacoin/,4275090.0,https://www.streamr.com/,https://chat.streamr.com/,2017-11-04,7
158,IoT Chain,https://coinmarketcap.com/currencies/iot-chain/,ITC,https://www.feixiaohao.com/currencies/iot-chain/,19548200.0,https://iotchain.io/,"https://t.me/IoTChain , http://qm.qq.com/cgi-bin/qm/qr?k=CjS_9da0Uj5SfXX8Wm1PIDuL_Nbjzmc3",2017-12-07,0
159,Centra,https://coinmarketcap.com/currencies/centra/,CTR,https://www.feixiaohao.com/currencies/centra/,4135960.0,https://www.centra.tech/,https://t.me/centratech,2017-08-09,7
160,Etherparty,https://coinmarketcap.com/currencies/etherparty/,FUEL,https://www.feixiaohao.com/currencies/etherparty/,13918100.0,https://etherparty.com/,https://t.me/etherparty,2017-10-31,5
161,SuperNET,https://coinmarketcap.com/currencies/supernet-unity/,UNITY,https://www.feixiaohao.com/currencies/supernet-unity/,2054.55,http://supernet.org,,,1
162,Einsteinium,https://coinmarketcap.com/currencies/einsteinium/,EMC2,https://www.feixiaohao.com/currencies/einsteinium/,16047400.0,https://www.emc2.foundation/,,2014-03-01,4
163,NAGA,https://coinmarketcap.com/currencies/naga/,NGC,https://www.feixiaohao.com/currencies/naga/,1876060.0,https://www.nagaico.com/,https://t.me/nagaico,2017-12-23,3
164,Nuls,https://coinmarketcap.com/currencies/nuls/,NULS,https://www.feixiaohao.com/currencies/nuls/,9991350.0,https://nuls.io/,"https://t.me/Nulsio , https://join.slack.com/t/nuls/shared_invite/enQtMjQ4MTM4ODAyNTI4LWJjNGMwYTE0YjRlYmFlZGUwM2JhOGE4MDIwZmE4MzA2MDg1YzUyMmVkN2RhZjkyNWMzZjY5ZDU5ZmViMjZjNGQ",2017-10-26,10
165,BitBay,https://coinmarketcap.com/currencies/bitbay/,BAY,https://www.feixiaohao.com/currencies/bitbay/,5982720.0,http://bitbay.market/,"https://t.me/bitbayofficial , https://discord.gg/sP8b66W",,4
166,LBRY Credits,https://coinmarketcap.com/currencies/library-credit/,LBC,https://www.feixiaohao.com/currencies/library-credit/,4917710.0,https://lbry.io/,,2016-07-04,4
167,Decentraland,https://coinmarketcap.com/currencies/decentraland/,MANA,https://www.feixiaohao.com/currencies/decentraland/,20727100.0,https://decentraland.org/,"https://chat.decentraland.org/ , https://t.me/dcl_market",2017-09-18,17
168,MobileGo,https://coinmarketcap.com/currencies/mobilego/,MGO,https://www.feixiaohao.com/currencies/mobilego/,392385.0,https://mobilego.io/,https://t.me/mobilego,2017-04-25,7
169,Decision Token,https://coinmarketcap.com/currencies/decision-token/,HST,https://www.feixiaohao.com/currencies/decision-token/,3905670.0,https://horizonstate.com/,https://t.me/horizonstate,2017-11-13,4
170,Viacoin,https://coinmarketcap.com/currencies/viacoin/,VIA,https://www.feixiaohao.com/currencies/viacoin/,1192930.0,http://viacoin.org,https://telegram.me/viacoin,2014-07-20,6
171,Modum,https://coinmarketcap.com/currencies/modum/,MOD,https://www.feixiaohao.com/currencies/modum/,3809360.0,https://modum.io/,,2017-10-24,4
172,Hive,https://coinmarketcap.com/currencies/hive/,HVN,https://www.feixiaohao.com/currencies/hive/,866934.0,https://www.hive-project.net/,https://t.me/hiveprojectnet,2017-09-11,3
173,Metaverse ETP,https://coinmarketcap.com/currencies/metaverse/,ETP,https://www.feixiaohao.com/currencies/metaverse/,9439130.0,https://mvs.org/,https://metaverse-project.herokuapp.com/,,6
174,Triggers,https://coinmarketcap.com/currencies/triggers/,TRIG,https://www.feixiaohao.com/currencies/triggers/,19448800.0,https://www.blocksafefoundation.com/,,,1
175,Lamden,https://coinmarketcap.com/currencies/lamden/,TAU,https://www.feixiaohao.com/currencies/lamden/,486760.0,https://lamden.io/,https://t.me/lamdenchat,2018-01-04,1
176,Cindicator,https://coinmarketcap.com/currencies/cindicator/,CND,https://www.feixiaohao.com/currencies/cindicator/,7982870.0,https://cindicator.com/,"https://t.me/cindicator_chat , https://t.me/cindicator_news",2017-10-14,3
177,Unikoin Gold,https://coinmarketcap.com/currencies/unikoin-gold/,UKG,https://www.feixiaohao.com/currencies/unikoin-gold/,7942820.0,"https://unikrn.com/ , https://unikoingold.com/",https://discord.gg/NXkejuN,2017-11-06,5
178,Wings,https://coinmarketcap.com/currencies/wings/,WINGS,https://www.feixiaohao.com/currencies/wings/,5065590.0,https://wings.ai/,https://telegram.me/wingschat,2017-05-23,9
179,Oyster,https://coinmarketcap.com/currencies/oyster/,PRL,https://www.feixiaohao.com/currencies/oyster/,2385740.0,https://oysterprotocol.com/,https://t.me/oysterprotocol,,0
180,district0x,https://coinmarketcap.com/currencies/district0x/,DNT,https://www.feixiaohao.com/currencies/district0x/,6898610.0,https://district0x.io/,,2017-08-04,10
181,Ambrosus,https://coinmarketcap.com/currencies/amber/,AMB,https://www.feixiaohao.com/currencies/amber/,2780230.0,http://ambrosus.com/,"https://t.me/ambrosuschat , https://discordapp.com/invite/jbmWg8c",2017-10-24,5
182,Melon,https://coinmarketcap.com/currencies/melon/,MLN,https://www.feixiaohao.com/currencies/melon/,1256150.0,"https://melonport.com/ , https://ipfs.io/ipns/melon.fund/",,2017-02-15,4
183,Wagerr,https://coinmarketcap.com/currencies/wagerr/,WGR,https://www.feixiaohao.com/currencies/wagerr/,1794520.0,https://www.wagerr.com/,https://discordapp.com/invite/tkcXS34,2017-07-06,3
184,Burst,https://coinmarketcap.com/currencies/burst/,BURST,https://www.feixiaohao.com/currencies/burst/,10038000.0,https://www.burst-coin.org,"https://t.me/burstcoin , https://discord.gg/Z2HSNFv",2014-08-10,7
185,BitClave,https://coinmarketcap.com/currencies/bitclave/,CAT,https://www.feixiaohao.com/currencies/bitclave/,3777160.0,https://www.bitclave.com/,https://t.me/BitClaveCommunity,2018-01-02,3
186,CloakCoin,https://coinmarketcap.com/currencies/cloakcoin/,CLOAK,https://www.feixiaohao.com/currencies/cloakcoin/,788182.0,https://www.cloakcoin.com/,"https://t.me/cloakproject , https://chat.cloakcoin.com",,7
187,Metal,https://coinmarketcap.com/currencies/metal/,MTL,https://www.feixiaohao.com/currencies/metal/,4987500.0,https://www.metalpay.com/,,2017-07-10,7
188,Lykke,https://coinmarketcap.com/currencies/lykke/,LKK,https://www.feixiaohao.com/currencies/lykke/,400632.0,https://lykke.com,https://telegram.me/joinchat/AEGiqkF-_dNaHMwQbRSnAg,,1
189,Agoras Tokens,https://coinmarketcap.com/currencies/agoras-tokens/,AGRS,https://www.feixiaohao.com/currencies/agoras-tokens/,291532.0,http://www.idni.org/,https://t.me/tauchain,,2
190,Tierion,https://coinmarketcap.com/currencies/tierion/,TNT,https://www.feixiaohao.com/currencies/tierion/,15202600.0,https://tierion.com/,,2017-08-28,9
191,Rise,https://coinmarketcap.com/currencies/rise/,RISE,https://www.feixiaohao.com/currencies/rise/,3597470.0,https://rise.vision/,,2017-06-01,4
192,FirstBlood,https://coinmarketcap.com/currencies/firstblood/,1ST,https://www.feixiaohao.com/currencies/firstblood/,4618270.0,https://firstblood.io/,,2016-09-26,7
193,Bread,https://coinmarketcap.com/currencies/bread/,BRD,https://www.feixiaohao.com/currencies/bread/,9071300.0,https://token.breadapp.com/en/,https://t.me/joinchat/HB6JsUq7-w-y6l5DrfRV-A,2017-12-24,2
194,Eidoo,https://coinmarketcap.com/currencies/eidoo/,EDO,https://www.feixiaohao.com/currencies/eidoo/,10317300.0,https://eidoo.io/,https://t.me/joinchat/F4ox3EO_ubynqlzakd6lKw,2017-10-18,5
195,MinexCoin,https://coinmarketcap.com/currencies/minexcoin/,MNX,https://www.feixiaohao.com/currencies/minexcoin/,101912.0,https://minexcoin.com/,https://t.me/minexcoin,2017-11-03,1
196,HempCoin,https://coinmarketcap.com/currencies/hempcoin/,THC,https://www.feixiaohao.com/currencies/hempcoin/,2450820.0,http://hempcoin.org/,,,1
197,Xenon,https://coinmarketcap.com/currencies/xenon/,XNN,https://www.feixiaohao.com/currencies/xenon/,43110.5,https://xenon.network/,https://xenonnetwork.slack.com/,2017-10-28,2
198,DECENT,https://coinmarketcap.com/currencies/decent/,DCT,https://www.feixiaohao.com/currencies/decent/,916180.0,https://decent.ch/,,2016-09-10,6
199,Aeon,https://coinmarketcap.com/currencies/aeon/,AEON,https://www.feixiaohao.com/currencies/aeon/,429873.0,http://www.aeon.cash/,,,2
200,I/O Coin,https://coinmarketcap.com/currencies/iocoin/,IOC,https://www.feixiaohao.com/currencies/iocoin/,1150560.0,http://iocoin.io/,"https://t.me/joinchat/CqVqS0O3PjCTx9bfp4CwOQ , https://iocoin.slack.com/",,1
201,MediShares,https://coinmarketcap.com/currencies/medishares/,MDS,https://www.feixiaohao.com/currencies/medishares/,34747200.0,http://www.medishares.org/,,2017-12-14,3
202,Pura,https://coinmarketcap.com/currencies/pura/,PURA,https://www.feixiaohao.com/currencies/pura/,208215.0,http://www.pura.one/,,,4
203,iXledger,https://coinmarketcap.com/currencies/ixledger/,IXT,https://www.feixiaohao.com/currencies/ixledger/,1690460.0,https://www.ixledger.com/,https://t.me/iXledger,,3
204,WeTrust,https://coinmarketcap.com/currencies/trust/,TRST,https://www.feixiaohao.com/currencies/trust/,1198570.0,https://www.wetrust.io/,,2017-02-28,6
205,Asch,https://coinmarketcap.com/currencies/asch/,XAS,https://www.feixiaohao.com/currencies/asch/,1082360.0,https://www.asch.io/,https://t.me/joinchat/F5GtMA2hHXXoeuHdiPiooA,2016-08-16,11
206,Safe Exchange Coin,https://coinmarketcap.com/currencies/safe-exchange-coin/,SAFEX,https://www.feixiaohao.com/currencies/safe-exchange-coin/,66900.6,http://safex.io/,,,1
207,Namecoin,https://coinmarketcap.com/currencies/namecoin/,NMC,https://www.feixiaohao.com/currencies/namecoin/,1872210.0,https://www.namecoin.org/,https://telegram.me/namecoin,2011-04-18,10
208,COSS,https://coinmarketcap.com/currencies/coss/,COSS,https://www.feixiaohao.com/currencies/coss/,2676740.0,https://coss.io/,,2017-09-26,3
209,Presearch,https://coinmarketcap.com/currencies/presearch/,PRS,https://www.feixiaohao.com/currencies/presearch/,123955.0,"https://www.presearch.io/ , https://presearchcommunity.com/",https://t.me/presearch,2017-12-06,1
210,Shift,https://coinmarketcap.com/currencies/shift/,SHIFT,https://www.feixiaohao.com/currencies/shift/,903009.0,http://www.shiftnrg.org,https://shiftnrg.ryver.com/application/login,,3
211,Voxels,https://coinmarketcap.com/currencies/voxels/,VOX,https://www.feixiaohao.com/currencies/voxels/,15183700.0,"https://www.voxelus.com/ , https://thevoxel.com/",https://t.me/voxelus,2015-12-02,6
212,Cofound.it,https://coinmarketcap.com/currencies/cofound-it/,CFI,https://www.feixiaohao.com/currencies/cofound-it/,3164280.0,https://cofound.it/,,2017-06-20,4
213,Lunyr,https://coinmarketcap.com/currencies/lunyr/,LUN,https://www.feixiaohao.com/currencies/lunyr/,3808740.0,https://lunyr.com/,,2017-03-29,7
214,Paypex,https://coinmarketcap.com/currencies/paypex/,PAYX,https://www.feixiaohao.com/currencies/paypex/,2141.09,https://paypex.org/,"https://t.me/paypex , https://paypex.slack.com/",2017-11-17,1
215,TaaS,https://coinmarketcap.com/currencies/taas/,TAAS,https://www.feixiaohao.com/currencies/taas/,625691.0,https://taas.fund/,,2017-03-27,5
216,Genesis Vision,https://coinmarketcap.com/currencies/genesis-vision/,GVT,https://www.feixiaohao.com/currencies/genesis-vision/,3831760.0,https://genesis.vision/,"https://t.me/genesisvision , https://u.wechat.com/IL6s8kyYCLGz0S6t5HqJwr4",2017-11-16,4
217,Gifto,https://coinmarketcap.com/currencies/gifto/,GTO,https://www.feixiaohao.com/currencies/gifto/,10045000.0,https://gifto.io/,"https://t.me/GIFTOOfficial , https://open.kakao.com/o/ggLQMiC",2017-12-19,1
218,TokenCard,https://coinmarketcap.com/currencies/tokencard/,TKN,https://www.feixiaohao.com/currencies/tokencard/,142175.0,http://tokencard.io/,,2017-05-02,4
219,CoinDash,https://coinmarketcap.com/currencies/coindash/,CDT,https://www.feixiaohao.com/currencies/coindash/,4651410.0,https://www.coindash.io/,,2017-08-08,8
220,Monetha,https://coinmarketcap.com/currencies/monetha/,MTH,https://www.feixiaohao.com/currencies/monetha/,5682280.0,https://www.monetha.io/,https://t.me/Monethagroup,2017-09-07,8
221,bitCNY,https://coinmarketcap.com/currencies/bitcny/,BITCNY,https://www.feixiaohao.com/currencies/bitcny/,67468000.0,,,,7
222,Mooncoin,https://coinmarketcap.com/currencies/mooncoin/,MOON,https://www.feixiaohao.com/currencies/mooncoin/,221569.0,"https://www.mooncoin.eco/ , http://mooncoin.com/",,,2
223,WhiteCoin,https://coinmarketcap.com/currencies/whitecoin/,XWC,https://www.feixiaohao.com/currencies/whitecoin/,3940520.0,http://whitecoin.info/,https://discordapp.com/invite/GbpdbMt,2014-04-18,6
224,LAToken,https://coinmarketcap.com/currencies/latoken/,LA,https://www.feixiaohao.com/currencies/latoken/,1469440.0,https://sale.latoken.com/,https://t.me/latoken,2017-10-26,6
225,Spectrecoin,https://coinmarketcap.com/currencies/spectrecoin/,XSPEC,https://www.feixiaohao.com/currencies/spectrecoin/,491206.0,"https://spectreproject.io/ , http://coinwiki.info/en/SpectreCoin",https://t.me/spectrecoin,,3
226,E-coin,https://coinmarketcap.com/currencies/e-coin/,ECN,https://www.feixiaohao.com/currencies/e-coin/,9330.37,https://www.ecoinsource.com/,,,3
227,Feathercoin,https://coinmarketcap.com/currencies/feathercoin/,FTC,https://www.feixiaohao.com/currencies/feathercoin/,754480.0,http://feathercoin.com,,2013-04-16,7
228,Flash,https://coinmarketcap.com/currencies/flash/,FLASH,https://www.feixiaohao.com/currencies/flash/,183904.0,https://flashcoin.io/,https://discord.gg/2nFmMqA,2017-06-27,2
229,SaluS,https://coinmarketcap.com/currencies/salus/,SLS,https://www.feixiaohao.com/currencies/salus/,1606050.0,http://saluscoin.info/,,,3
230,SolarCoin,https://coinmarketcap.com/currencies/solarcoin/,SLR,https://www.feixiaohao.com/currencies/solarcoin/,1223580.0,http://solarcoin.org/,https://solarcoin-group.slack.com/,,5
231,Groestlcoin,https://coinmarketcap.com/currencies/groestlcoin/,GRS,https://www.feixiaohao.com/currencies/groestlcoin/,5306940.0,http://www.groestlcoin.org/,"http://t.me/groestl , https://discord.gg/8VURndr",2014-03-22,8
232,Crown,https://coinmarketcap.com/currencies/crown/,CRW,https://www.feixiaohao.com/currencies/crown/,247711.0,http://crown.tech/,,,5
233,Diamond,https://coinmarketcap.com/currencies/diamond/,DMD,https://www.feixiaohao.com/currencies/diamond/,216894.0,http://bit.diamonds,http://dmdcoin.slack.com/,,2
234,Jinn,https://coinmarketcap.com/currencies/jinn/,JINN,https://www.feixiaohao.com/currencies/jinn/,22559.0,http://www.jinnlabs.com,,,1
235,Mothership,https://coinmarketcap.com/currencies/mothership/,MSP,https://www.feixiaohao.com/currencies/mothership/,1212340.0,https://mothership.cx/,"https://t.me/mothershipcx , https://discordapp.com/invite/rZGUMtc",2017-07-28,4
236,Everex,https://coinmarketcap.com/currencies/everex/,EVX,https://www.feixiaohao.com/currencies/everex/,4232710.0,https://www.everex.io/,,2017-10-11,8
237,Datum,https://coinmarketcap.com/currencies/datum/,DAT,https://www.feixiaohao.com/currencies/datum/,7076580.0,https://datum.org/,"https://t.me/datumnetwork , https://t.me/datumnetworkRU",2017-12-16,6
238,Voise,https://coinmarketcap.com/currencies/voisecom/,VOISE,https://www.feixiaohao.com/currencies/voisecom/,1536890.0,https://www.voise.com,https://t.me/voisecom,2017-10-03,8
239,Bloom,https://coinmarketcap.com/currencies/bloomtoken/,BLT,https://www.feixiaohao.com/currencies/bloomtoken/,68140.8,https://hellobloom.io/,https://t.me/joinchat/FFWDdQ1hxqIg3jLe7zBVFQ,2018-01-04,0
240,Delphy,https://coinmarketcap.com/currencies/delphy/,DPY,https://www.feixiaohao.com/currencies/delphy/,19376700.0,https://delphy.org/,,2017-11-09,2
241,Agrello,https://coinmarketcap.com/currencies/agrello-delta/,DLT,https://www.feixiaohao.com/currencies/agrello-delta/,1900670.0,"https://www.agrello.org/ , https://www.agrello.io/","https://t.me/agrello , https://discord.gg/czfnP2f",2017-09-10,4
242,PotCoin,https://coinmarketcap.com/currencies/potcoin/,POT,https://www.feixiaohao.com/currencies/potcoin/,1227350.0,http://www.potcoin.com/,https://t.me/potcoin420,2014-01-21,6
243,SHIELD,https://coinmarketcap.com/currencies/shield-xsh/,XSH,https://www.feixiaohao.com/currencies/shield-xsh/,571939.0,https://shieldcurrency.com/,https://discord.gg/kgSXKrV,2017-11-04,3
